"Timestamp","Which course are you currently enrolled in?","What motivated you to seek a computing class at CCM?","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Open House]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Instant Decision Day]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [On-Campus Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Virtual Information Session]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Women Who Dare]","Prior to applying to college, did you participate in any of the following events or activities at the County College of Morris and/or with the Department of Information Technologies, if at all? [Regional College Fair]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Middle/High school computing related club]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Computing-related competitions (e.g., Robotics competition, Lego competition, Cybersecurity, Programming)]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Afterschool computing-related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Summer computing related camp/program]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [An AP computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [A dual enrollment computing class]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend influence]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Family or friend working in the computing field]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [High school teacher or guidance counselor]","To what extent did the following activities or experience impact your decision to enroll in an computing course at CCM? [Employer influence]","How did you hear about County College of Morris (check all that apply)?","To what extent did the following impact your decision to attend County College of Morris? [Affordable cost]","To what extent did the following impact your decision to attend County College of Morris? [Location/convenience]","To what extent did the following impact your decision to attend County College of Morris? [Choice of programs]","To what extent did the following impact your decision to attend County College of Morris? [Online offerings]","To what extent did the following impact your decision to attend County College of Morris? [Family/friend referral]","To what extent did the following impact your decision to attend County College of Morris? [Faculty/staff]","To what extent did the following impact your decision to attend County College of Morris? [College reputation]","To what extent did the following impact your decision to attend County College of Morris? [Scholarships]","To what extent did the following impact your decision to attend County College of Morris? [Transfer student]","To what extent did the following impact your decision to attend County College of Morris? [Small class sizes]","To what extent did the following impact your decision to attend County College of Morris? [Extra curricula opportunities]","What degree program are you currently enrolled in?","Did you receive information about our computing course from any of the following sources? [High school guidance counselor]","Did you receive information about our computing course from any of the following sources? [CCM Information Technologies Website]","Did you receive information about our computing course from any of the following sources? [CCM Admissions]","Did you receive information about our computing course from any of the following sources? [CCM advisor/counselor]","Did you receive information about our computing course from any of the following sources? [Employer]","Did you receive information about our computing course from any of the following sources? [Other]","On a scale of 1 to 5, with 1 being not at all interested and 5 being extremely interested, how interested are you taking more courses in Computer Science, Information Technology or Game Development?","If you answered that you were interested in taking more computing classes, which ones interest you most? (check all that apply)","Gender","Race/ethnicity","Age "
"2020/09/20 4:53:42 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","No","No","Yes","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","Web site;High School","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","High Impact","Some Impact","High Impact","Biology","No","Yes","Yes","No","No","No","4","Web Development;Computer Programming","Woman","White/Caucasian","21-24"
"2020/09/20 5:57:19 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","Not Sure","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Family member or friend;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","N/A","Radiography","No","No","No","No","No","No","1","","Woman","Hispanic or Latino","19-20"
"2020/09/20 10:35:45 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking;Personal Enrichment;Curiosity","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","High Impact","Social Media;Family member or friend;High School","No Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Journalism","No","No","Yes","Yes","No","No","2","","Woman","White/Caucasian","19-20"
"2020/09/20 11:00:38 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend;High School","High Impact","High Impact","High Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Criminal Justice","Don't recall","No","No","Don't recall","No","No","1","","Man","Hispanic or Latino;Multi-Racial","19-20"
"2020/09/20 11:21:11 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking;To keep current in computing skills;Personal Enrichment","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","No Impact","Some Impact","High Impact","Billboard;Family member or friend;Current student;High School","High Impact","High Impact","High Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","Nursing","No","No","Yes","Yes","No","No","1","","Prefer not to say","Choose not to reply","19-20"
"2020/09/20 11:27:33 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking;To keep current in computing skills;Personal Enrichment","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Some Impact","No Impact","N/A","Some Impact","Billboard;Family member or friend;Current student;High School","High Impact","High Impact","High Impact","No Impact","Some Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","Nursing","No","No","Yes","Yes","Don't recall","Don't recall","1","","Prefer not to say","Choose not to reply","19-20"
"2020/09/21 5:52:41 AM EST","CMP 126 Computer Technology and Applications","Curiosity","No","No","No","No","No","No","Some Impact","N/A","Some Impact","N/A","N/A","N/A","N/A","High Impact","Some Impact","High Impact","N/A","Family member or friend;High School","Some Impact","Some Impact","High Impact","High Impact","Some Impact","Some Impact","High Impact","No Impact","N/A","No Impact","N/A","Not in a degree program","Yes","No","No","No","No","Yes","3","App Development;Computer Programming;Game Design","Woman","White/Caucasian","18 and younger"
"2020/09/21 8:20:33 AM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","Not Sure","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Web site;Family member or friend","Some Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Nursing","No","No","No","No","No","No","2","","Woman","White/Caucasian","25-34"
"2020/09/21 8:21:10 AM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","Not Sure","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Web site;Family member or friend","Some Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Nursing","No","No","No","No","No","No","2","","Woman","White/Caucasian","25-34"
"2020/09/21 8:55:06 AM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","Yes","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Billboard;Family member or friend;Current student;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","Some Impact","No Impact","High Impact","No Impact","Nursing","No","No","No","No","No","No","1","","Woman","White/Caucasian","21-24"
"2020/09/21 9:26:32 AM EST","CMP 126 Computer Technology and Applications","To keep current in computing skills;Career Advancement;Professional Development;Curiosity","Not Sure","Not Sure","Not Sure","Not Sure","No","Not Sure","No Impact","N/A","N/A","N/A","No Impact","N/A","N/A","High Impact","N/A","N/A","High Impact","Family member or friend","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Not in a degree program","No","Don't recall","Don't recall","No","No","Yes","3","Game Design","Prefer not to say","Choose not to reply","25-34"
"2020/09/21 9:43:32 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Personal Enrichment","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","Some Impact","No Impact","Web site;Social Media;Family member or friend;High School","High Impact","High Impact","High Impact","High Impact","Some Impact","No Impact","Some Impact","Some Impact","High Impact","High Impact","No Impact","Business Administration","No","Yes","No","No","No","No","2","","Man","White/Caucasian","19-20"
"2020/09/21 10:08:31 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Social Media;Family member or friend;High School","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","Criminal Justice","Don't recall","Yes","Yes","No","No","No","2","","Woman","White/Caucasian","18 and younger"
"2020/09/21 10:08:46 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Social Media;Family member or friend;High School","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","Criminal Justice","Don't recall","Yes","Yes","No","No","No","2","","Woman","White/Caucasian","18 and younger"
"2020/09/21 1:09:00 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","High Impact","No Impact","No Impact","Nursing","No","No","Yes","No","No","No","1","","Man","Hispanic or Latino","21-24"
"2020/09/21 1:19:38 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","Some Impact","High Impact","Some Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Criminal Justice","No","No","No","No","No","No","4","CyberSecurity;Game Design","Man","Multi-Racial","19-20"
"2020/09/21 3:02:25 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Web site;Family member or friend","Some Impact","Some Impact","High Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","Radiography","No","Don't recall","No","Yes","No","No","1","","Woman","White/Caucasian","21-24"
"2020/09/21 5:16:27 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Professional Development","Yes","No","No","Yes","No","Yes","Some Impact","N/A","N/A","N/A","N/A","N/A","Some Impact","High Impact","Some Impact","Some Impact","High Impact","Web site;Current student","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Radiography","No","No","Yes","Yes","No","No","3","Machine Learning/Artificial Intelligence;Computer Programming","Woman","White/Caucasian","21-24"
"2020/09/21 6:07:01 PM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Yes","No","Not Sure","No","No","No","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Web site;Billboard;Family member or friend","High Impact","High Impact","High Impact","N/A","High Impact","N/A","N/A","N/A","N/A","High Impact","High Impact","Early Childhood Education;Child and Family Studies","Don't recall","Don't recall","No","No","Don't recall","Don't recall","4","Machine Learning/Artificial Intelligence","Woman","Hispanic or Latino","21-24"
"2020/09/21 6:18:00 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Career Advancement","No","No","No","Yes","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend;Current student;Alumni;High School","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Public Health","No","No","No","Yes","No","No","2","Game Design","Woman","Asian;White/Caucasian","19-20"
"2020/09/21 7:13:07 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","Radiography","No","No","Yes","Yes","No","No","3","Web Development;Computer Programming;Hardware Installation & Repair","Woman","Hispanic or Latino","21-24"
"2020/09/21 7:14:28 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","Some Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Current student;High School","High Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","Exercise Science","No","No","No","No","No","No","3","Data Analytics;Game Design","Man","White/Caucasian","19-20"
"2020/09/21 7:20:16 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","Not Sure","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Billboard;Family member or friend;High School","High Impact","High Impact","High Impact","Some Impact","Some Impact","Some Impact","Some Impact","High Impact","High Impact","High Impact","Some Impact","Radiography","No","Yes","Yes","No","No","Don't recall","3","","Man","White/Caucasian","19-20"
"2020/09/21 7:27:02 PM EST","CMP 101 Computer Information Literacy","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Alumni","High Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Criminal Justice","No","No","No","No","No","No","1","","Man","White/Caucasian","21-24"
"2020/09/21 7:30:20 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","Not Sure","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High School","Some Impact","Some Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","Early Childhood Education","No","No","No","No","No","No","2","CyberSecurity;Game Design","Woman","White/Caucasian","19-20"
"2020/09/21 7:32:35 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","High School","Some Impact","High Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","Criminal Justice","Yes","No","No","No","No","No","3","App Development","Woman","Hispanic or Latino","19-20"
"2020/09/21 7:32:38 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Personal Enrichment","No","No","Yes","No","No","No","Some Impact","N/A","No Impact","N/A","N/A","N/A","N/A","No Impact","No Impact","No Impact","No Impact","Billboard;Family member or friend;Current student;High School","High Impact","High Impact","High Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Music Technology","No","No","No","No","No","No","3","Computer Programming;Game Design","Man","Black/African American;White/Caucasian;Multi-Racial","19-20"
"2020/09/21 7:32:46 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Family member or friend;High School","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","High Impact","High Impact","High Impact","High Impact","Criminal Justice","No","No","No","No","No","No","4","CyberSecurity;Data Analytics","Woman","Hispanic or Latino;White/Caucasian","21-24"
"2020/09/21 7:33:26 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills","No","No","No","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Family member or friend;Current student;Alumni;High School","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","No Impact","High Impact","Some Impact","Some Impact","biology","No","No","No","Yes","No","No","4","CyberSecurity;Computer Programming","Woman","Black/African American","19-20"
"2020/09/21 7:33:58 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","Yes","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","High School","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","High Impact","Some Impact","High Impact","Criminal Justice","No","Yes","Yes","Yes","No","Yes","3","Computer Programming","Woman","White/Caucasian","21-24"
"2020/09/21 7:34:03 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","Yes","No","Yes","Not Sure","No","Not Sure","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","No Impact","High School","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","Criminal Justice","No","No","No","No","No","No","4","CyberSecurity","Woman","White/Caucasian","19-20"
"2020/09/21 7:34:23 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Career Advancement","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Family member or friend","No Impact","High Impact","Some Impact","High Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Some Impact","No Impact","Early Childhood Education","No","No","No","No","No","No","2","","Woman","White/Caucasian","25-34"
"2020/09/21 7:34:33 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Professional Development;Personal Enrichment","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","High Impact","Family member or friend;Employer;Current student","High Impact","High Impact","High Impact","High Impact","N/A","N/A","High Impact","High Impact","High Impact","High Impact","N/A","Nursing","No","No","Yes","Yes","No","No","3","App Development","Woman","Black/African American","35-64"
"2020/09/21 7:35:05 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Career Change;Professional Development","No","Yes","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","No Impact","No Impact","Family member or friend;Current student;Alumni;High School","High Impact","High Impact","High Impact","High Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","No Impact","No Impact","Exercise Science","No","No","No","Yes","No","No","3","CyberSecurity;Data Analytics","Man","White/Caucasian","25-34"
"2020/09/21 7:38:01 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","High Impact","Family member or friend;Employer;Current student","High Impact","High Impact","High Impact","High Impact","High Impact","N/A","High Impact","High Impact","High Impact","High Impact","N/A","Nursing","No","No","Yes","Yes","No","No","3","Data Analytics","Woman","Black/African American","35-64"
"2020/09/21 7:41:36 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Career Advancement","Yes","Yes","Not Sure","Not Sure","Not Sure","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Family member or friend;Current student;High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Exercise Science","Don't recall","Don't recall","Don't recall","Yes","Don't recall","Don't recall","5","","Woman","Hispanic or Latino","19-20"
"2020/09/21 7:42:29 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;Curiosity","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Web site;Family member or friend;Alumni","Some Impact","High Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Music Technology","No","No","Yes","No","No","Yes","2","","Woman","Asian","21-24"
"2020/09/21 8:27:53 PM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking;To keep current in computing skills;Career Advancement;Personal Enrichment","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","Some Impact","No Impact","Family member or friend;Employer;Current student;High School","High Impact","Some Impact","High Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","High Impact","Some Impact","No Impact","Early Childhood Education","Yes","No","Yes","Yes","No","No","3","","Woman","White/Caucasian","18 and younger"
"2020/09/21 8:33:21 PM EST","CMP 126 Computer Technology and Applications","Curiosity","No","No","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Some Impact","No Impact","High School","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","High Impact","Liberal Arts","No","Yes","No","Yes","No","No","3","","Man","Hispanic or Latino","19-20"
"2020/09/22 1:48:11 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","Yes","No","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","No Impact","Family member or friend;Current student;Alumni;High School","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","Exercise Science","Yes","No","No","No","No","No","3","CyberSecurity;Data Analytics","Man","White/Caucasian","25-34"
"2020/09/22 6:12:00 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Social Media;Family member or friend;High School","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","Some Impact","No Impact","No Impact","High Impact","No Impact","Criminal Justice","Don't recall","Yes","Yes","No","No","No","2","","Woman","White/Caucasian","18 and younger"
"2020/09/22 8:21:51 AM EST","CMP 135 Computer Concepts with Applications","It’s a required class for the degree I’m seeking","No","No","No","Yes","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","former student ","High Impact","High Impact","High Impact","High Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","High Impact","Radiography","No","No","Yes","No","No","Don't recall","2","","Woman","White/Caucasian","25-34"
"2020/09/22 10:10:21 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Family member or friend;High School","High Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","High Impact","Some Impact","No Impact","Some Impact","No Impact","Not in a degree program","No","Yes","No","No","No","No","3","","Man","White/Caucasian","19-20"
"2020/09/22 10:10:30 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","High Impact","No Impact","No Impact","No Impact","Family member or friend;Alumni","Some Impact","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Biology","No","No","No","No","No","No","2","","Man","White/Caucasian","19-20"
"2020/09/22 10:10:42 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Yes","No","Yes","No","No","No","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","No Impact","Web site;Family member or friend;High School","Some Impact","High Impact","High Impact","Some Impact","Some Impact","No Impact","Some Impact","Some Impact","Some Impact","Some Impact","Some Impact","Child and Family Studies","No","No","Don't recall","No","No","No","2","","Woman","Multi-Racial","19-20"
"2020/09/22 10:11:26 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Yes","No","Yes","Not Sure","No","No","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Family member or friend;Current student;High School","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","liberal arts","No","Yes","Yes","Yes","No","No","2","","Woman","White/Caucasian","19-20"
"2020/09/22 10:11:41 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Baseball coach recruit","Some Impact","N/A","N/A","N/A","N/A","High Impact","N/A","N/A","N/A","N/A","N/A","Not in a degree program","No","No","No","Yes","No","No","1","","Man","White/Caucasian","19-20"
"2020/09/22 10:12:05 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","Yes","No","No","Yes","Some Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","Some Impact","No Impact","Some Impact","Billboard;Community Event;Family member or friend;Current student;Alumni;High School","High Impact","Some Impact","Some Impact","No Impact","No Impact","No Impact","Some Impact","High Impact","Some Impact","No Impact","No Impact","Psychology","No","Yes","Yes","Don't recall","No","No","2","Computer Programming","Woman","White/Caucasian","19-20"
"2020/09/22 10:12:05 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","No","No","No","No","No","No","N/A","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","No Impact","Some Impact","No Impact","Community Event;High School","Some Impact","High Impact","N/A","N/A","Some Impact","N/A","N/A","N/A","N/A","Some Impact","N/A","Early Childhood Education","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","Don't recall","2","","Woman","White/Caucasian","25-34"
"2020/09/22 10:12:21 AM EST","CMP 126 Computer Technology and Applications","It’s a required class for the degree I’m seeking","Not Sure","Not Sure","No","No","No","No","Some Impact","N/A","High Impact","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Web site;Billboard;Social Media;Family member or friend;High School","High Impact","High Impact","High Impact","N/A","Some Impact","N/A","Some Impact","N/A","N/A","N/A","N/A","Music Performance","No","No","No","Yes","No","No","3","Game Design","Man","Asian;Multi-Racial","21-24"
"2020/09/22 10:12:24 AM EST","CMP 126 Computer Technology and Applications","Career Advancement;Career Change","No","No","No","Yes","No","No","Some Impact","No Impact","No Impact","High Impact","Some Impact","Some Impact","High Impact","Some Impact","Some Impact","High Impact","High Impact","Family member or friend","High Impact","High Impact","High Impact","High Impact","High Impact","Some Impact","High Impact","High Impact","High Impact","N/A","High Impact","Communication","No","No","Yes","No","No","No","3","Data Analytics","Man","Hispanic or Latino","19-20"
